Longitude(deg)	Lattitude(deg)	Alttitude(km)
105.763	60.6415	116.274
105.766	60.65	116.471
105.77	60.6585	116.669
105.773	60.667	116.867
105.777	60.6754	117.064
105.78	60.6839	117.262
105.784	60.6924	117.461
105.787	60.7009	117.659
105.79	60.7094	117.857
105.794	60.7179	118.056
105.797	60.7263	118.255
105.801	60.7348	118.453
105.804	60.7433	118.652
105.807	60.7518	118.852
105.453	59.8468	105.607
105.456	59.8553	105.799
105.459	59.8638	105.991
105.463	59.8724	106.183
105.466	59.8809	106.376
105.469	59.8894	106.569
105.472	59.8979	106.761
105.476	59.9064	106.954
105.479	59.9149	107.148
105.482	59.9234	107.341
105.485	59.932	107.534
105.489	59.9405	107.728
105.492	59.949	107.921
105.495	59.9575	108.115
105.498	59.966	108.309
105.502	59.9745	108.504
105.505	59.983	108.698
105.508	59.9915	108.892
105.511	60	109.087
105.515	60.0085	109.282
105.518	60.017	109.477
105.521	60.0255	109.672
105.525	60.0341	109.867
105.528	60.0426	110.062
105.531	60.0511	110.258
105.534	60.0596	110.453
105.538	60.0681	110.649
105.541	60.0766	110.845
105.544	60.0851	111.041
105.548	60.0936	111.237
105.551	60.1021	111.434
105.554	60.1106	111.63
105.557	60.1191	111.827
105.561	60.1276	112.024
105.564	60.1361	112.221
105.567	60.1446	112.418
105.571	60.1531	112.615
105.574	60.1616	112.813
105.577	60.1701	113.01
105.58	60.1786	113.208
105.584	60.187	113.406
105.587	60.1955	113.604
105.59	60.204	113.802
105.594	60.2125	114
105.597	60.221	114.199
105.6	60.2295	114.397
105.604	60.238	114.596
105.607	60.2465	114.795
105.61	60.255	114.994
105.614	60.2635	115.193
105.617	60.272	115.393
105.62	60.2804	115.592
105.624	60.2889	115.792
105.627	60.2974	115.992
105.63	60.3059	116.192
105.634	60.3144	116.392
105.637	60.3229	116.592
105.64	60.3314	116.792
105.644	60.3398	116.993
105.647	60.3483	117.193
105.65	60.3568	117.394
105.654	60.3653	117.595
105.657	60.3738	117.796
105.66	60.3823	117.998
105.664	60.3907	118.199
105.667	60.3992	118.401
105.67	60.4077	118.602
105.674	60.4162	118.804
105.677	60.4246	119.006
105.68	60.4331	119.208
105.684	60.4416	119.411
105.687	60.4501	119.613
105.69	60.4586	119.816
105.342	59.5543	105.921
105.346	59.5628	106.117
105.349	59.5713	106.312
105.352	59.5798	106.508
105.355	59.5883	106.704
105.358	59.5968	106.9
105.362	59.6054	107.096
105.365	59.6139	107.293
105.368	59.6224	107.49
105.371	59.6309	107.686
105.374	59.6394	107.883
105.377	59.6479	108.08
105.381	59.6564	108.277
105.384	59.6649	108.475
105.387	59.6734	108.672
105.39	59.6819	108.87
105.394	59.6904	109.068
105.397	59.6989	109.265
105.4	59.7074	109.464
105.403	59.7159	109.662
105.406	59.7244	109.86
105.41	59.7329	110.059
105.413	59.7414	110.257
105.416	59.7499	110.456
105.419	59.7584	110.655
105.422	59.7669	110.854
105.426	59.7754	111.053
105.429	59.7839	111.253
105.432	59.7924	111.452
105.435	59.8009	111.652
105.439	59.8094	111.852
105.442	59.8179	112.052
105.445	59.8264	112.252
105.448	59.8349	112.452
105.452	59.8434	112.653
105.455	59.8519	112.853
105.458	59.8604	113.054
105.461	59.8689	113.255
105.464	59.8774	113.456
105.468	59.8859	113.657
105.471	59.8944	113.858
105.474	59.9029	114.06
105.477	59.9113	114.262
105.481	59.9198	114.463
105.484	59.9283	114.665
105.487	59.9368	114.867
105.49	59.9453	115.069
105.494	59.9538	115.272
105.497	59.9623	115.474
105.5	59.9708	115.677
105.503	59.9792	115.88
105.507	59.9877	116.083
105.51	59.9962	116.286
105.513	60.0047	116.489
105.517	60.0132	116.692
105.52	60.0217	116.896
105.523	60.0301	117.1
105.526	60.0386	117.304
105.53	60.0471	117.507
105.533	60.0556	117.712
105.536	60.0641	117.916
105.539	60.0725	118.12
105.543	60.081	118.325
105.546	60.0895	118.53
105.549	60.098	118.734
105.552	60.1064	118.939
105.556	60.1149	119.145
105.559	60.1234	119.35
105.562	60.1319	119.555
105.566	60.1403	119.761
105.569	60.1488	119.967
105.572	60.1573	120.173
105.234	59.2621	105.834
105.237	59.2707	106.033
105.24	59.2792	106.232
105.243	59.2877	106.431
105.247	59.2962	106.631
105.25	59.3047	106.83
105.253	59.3132	107.03
105.256	59.3217	107.23
105.259	59.3302	107.43
105.262	59.3387	107.63
105.265	59.3472	107.831
105.269	59.3557	108.031
105.272	59.3642	108.232
105.275	59.3727	108.433
105.278	59.3812	108.634
105.281	59.3897	108.835
105.284	59.3982	109.036
105.287	59.4067	109.237
105.291	59.4152	109.439
105.294	59.4237	109.64
105.297	59.4322	109.842
105.3	59.4407	110.044
105.303	59.4492	110.246
105.306	59.4577	110.449
105.31	59.4662	110.651
105.313	59.4747	110.854
105.316	59.4832	111.056
105.319	59.4917	111.259
105.322	59.5002	111.462
105.325	59.5087	111.665
105.329	59.5172	111.869
105.332	59.5257	112.072
105.335	59.5342	112.276
105.338	59.5427	112.48
105.341	59.5512	112.683
105.344	59.5597	112.887
105.348	59.5682	113.092
105.351	59.5766	113.296
105.354	59.5851	113.5
105.357	59.5936	113.705
105.36	59.6021	113.91
105.363	59.6106	114.115
105.367	59.6191	114.32
105.37	59.6276	114.525
105.373	59.636	114.731
105.376	59.6445	114.936
105.379	59.653	115.142
105.383	59.6615	115.348
105.386	59.67	115.553
105.389	59.6785	115.76
105.392	59.6869	115.966
105.395	59.6954	116.172
105.399	59.7039	116.379
105.402	59.7124	116.586
105.405	59.7209	116.792
105.408	59.7293	116.999
105.411	59.7378	117.206
105.415	59.7463	117.414
105.418	59.7548	117.621
105.421	59.7632	117.829
105.424	59.7717	118.037
105.427	59.7802	118.244
105.431	59.7887	118.452
105.434	59.7971	118.661
105.437	59.8056	118.869
105.44	59.8141	119.077
105.444	59.8225	119.286
105.447	59.831	119.495
105.45	59.8395	119.704
105.453	59.848	119.913
105.456	59.8564	120.122
105.46	59.8649	120.331
105.125	58.9619	105.143
105.128	58.9704	105.345
105.131	58.9789	105.548
105.134	58.9874	105.751
105.137	58.9959	105.953
105.14	59.0045	106.156
105.143	59.013	106.359
105.146	59.0215	106.563
105.149	59.03	106.766
105.152	59.0385	106.97
105.155	59.047	107.173
105.158	59.0555	107.377
105.162	59.064	107.581
105.165	59.0725	107.785
105.168	59.081	107.989
105.171	59.0895	108.194
105.174	59.098	108.398
105.177	59.1065	108.603
105.18	59.115	108.808
105.183	59.1235	109.013
105.186	59.132	109.218
105.189	59.1405	109.423
105.193	59.149	109.629
105.196	59.1575	109.834
105.199	59.1659	110.04
105.202	59.1744	110.246
105.205	59.1829	110.452
105.208	59.1914	110.658
105.211	59.1999	110.865
105.214	59.2084	111.071
105.217	59.2169	111.278
105.22	59.2254	111.484
105.224	59.2339	111.691
105.227	59.2424	111.898
105.23	59.2509	112.106
105.233	59.2593	112.313
105.236	59.2678	112.521
105.239	59.2763	112.728
105.242	59.2848	112.936
105.245	59.2933	113.144
105.249	59.3018	113.352
105.252	59.3103	113.56
105.255	59.3187	113.769
105.258	59.3272	113.977
105.261	59.3357	114.186
105.264	59.3442	114.395
105.267	59.3527	114.604
105.271	59.3611	114.813
105.274	59.3696	115.022
105.277	59.3781	115.232
105.28	59.3866	115.441
105.283	59.3951	115.651
105.286	59.4035	115.861
105.289	59.412	116.071
105.292	59.4205	116.281
105.296	59.429	116.491
105.299	59.4374	116.702
105.302	59.4459	116.912
105.305	59.4544	117.123
105.308	59.4629	117.334
105.311	59.4713	117.545
105.315	59.4798	117.756
105.318	59.4883	117.968
105.321	59.4967	118.179
105.324	59.5052	118.391
105.327	59.5137	118.602
105.33	59.5221	118.814
105.334	59.5306	119.026
105.337	59.5391	119.239
105.34	59.5475	119.451
105.343	59.556	119.664
105.346	59.5645	119.876
105.02	58.6706	104.25
105.023	58.6791	104.456
105.026	58.6876	104.662
105.029	58.6961	104.868
105.032	58.7046	105.074
105.035	58.7131	105.281
105.038	58.7216	105.487
105.041	58.7301	105.694
105.044	58.7386	105.901
105.047	58.7471	106.108
105.051	58.7556	106.315
105.054	58.7641	106.522
105.057	58.7726	106.73
105.06	58.7811	106.937
105.063	58.7896	107.145
105.066	58.7981	107.353
105.069	58.8066	107.561
105.072	58.8151	107.769
105.075	58.8236	107.977
105.078	58.8321	108.186
105.081	58.8406	108.395
105.084	58.8491	108.603
105.087	58.8576	108.812
105.09	58.8661	109.021
105.093	58.8746	109.231
105.096	58.8831	109.44
105.099	58.8916	109.649
105.102	58.9	109.859
105.105	58.9085	110.069
105.108	58.917	110.279
105.111	58.9255	110.489
105.115	58.934	110.699
105.118	58.9425	110.91
105.121	58.951	111.12
105.124	58.9595	111.331
105.127	58.9679	111.542
105.13	58.9764	111.753
105.133	58.9849	111.964
105.136	58.9934	112.175
105.139	59.0019	112.387
105.142	59.0103	112.598
105.145	59.0188	112.81
105.148	59.0273	113.022
105.151	59.0358	113.234
105.154	59.0443	113.446
105.157	59.0527	113.658
105.161	59.0612	113.871
105.164	59.0697	114.083
105.167	59.0782	114.296
105.17	59.0867	114.509
105.173	59.0951	114.722
105.176	59.1036	114.935
105.179	59.1121	115.148
105.182	59.1206	115.362
105.185	59.129	115.576
105.188	59.1375	115.789
105.191	59.146	116.003
105.195	59.1544	116.217
105.198	59.1629	116.432
105.201	59.1714	116.646
105.204	59.1798	116.86
105.207	59.1883	117.075
105.21	59.1968	117.29
105.213	59.2052	117.505
105.216	59.2137	117.72
105.219	59.2222	117.935
105.222	59.2306	118.151
105.226	59.2391	118.366
105.229	59.2476	118.582
105.232	59.256	118.798
105.235	59.2645	119.014
105.238	59.273	119.23
104.918	58.3797	102.956
104.921	58.3882	103.165
104.924	58.3967	103.375
104.927	58.4052	103.584
104.93	58.4137	103.794
104.933	58.4222	104.004
104.936	58.4307	104.214
104.939	58.4392	104.424
104.942	58.4477	104.635
104.945	58.4562	104.845
104.948	58.4647	105.056
104.951	58.4732	105.267
104.954	58.4817	105.477
104.957	58.4902	105.689
104.96	58.4987	105.9
104.963	58.5072	106.111
104.965	58.5157	106.323
104.968	58.5242	106.534
104.971	58.5327	106.746
104.974	58.5412	106.958
104.977	58.5497	107.17
104.98	58.5582	107.382
104.983	58.5666	107.595
104.986	58.5751	107.807
104.989	58.5836	108.02
104.992	58.5921	108.233
104.995	58.6006	108.446
104.998	58.6091	108.659
105.001	58.6176	108.872
105.004	58.6261	109.086
105.007	58.6345	109.299
105.01	58.643	109.513
105.013	58.6515	109.727
105.016	58.66	109.941
105.019	58.6685	110.155
105.023	58.677	110.37
105.026	58.6854	110.584
105.029	58.6939	110.799
105.032	58.7024	111.013
105.035	58.7109	111.228
105.038	58.7194	111.443
105.041	58.7278	111.659
105.044	58.7363	111.874
105.047	58.7448	112.089
105.05	58.7533	112.305
105.053	58.7617	112.521
105.056	58.7702	112.737
105.059	58.7787	112.953
105.062	58.7872	113.169
105.065	58.7956	113.385
105.068	58.8041	113.602
105.071	58.8126	113.819
105.074	58.8211	114.035
105.077	58.8295	114.252
105.08	58.838	114.469
105.083	58.8465	114.687
105.086	58.8549	114.904
105.089	58.8634	115.122
105.092	58.8719	115.339
105.095	58.8803	115.557
105.098	58.8888	115.775
105.101	58.8973	115.993
105.104	58.9057	116.212
105.107	58.9142	116.43
105.11	58.9227	116.649
105.113	58.9311	116.867
105.117	58.9396	117.086
105.12	58.948	117.305
105.123	58.9565	117.524
105.126	58.965	117.744
105.129	58.9734	117.963
104.814	58.0807	101.048
104.817	58.0892	101.261
104.82	58.0977	101.474
104.823	58.1063	101.687
104.826	58.1147	101.9
104.829	58.1232	102.113
104.832	58.1317	102.326
104.835	58.1402	102.54
104.838	58.1487	102.754
104.841	58.1572	102.968
104.844	58.1657	103.182
104.847	58.1742	103.396
104.849	58.1827	103.61
104.852	58.1912	103.824
104.855	58.1997	104.039
104.858	58.2082	104.254
104.861	58.2167	104.468
104.864	58.2252	104.683
104.867	58.2337	104.899
104.87	58.2422	105.114
104.873	58.2507	105.329
104.876	58.2592	105.545
104.879	58.2676	105.761
104.882	58.2761	105.977
104.885	58.2846	106.193
104.888	58.2931	106.409
104.891	58.3016	106.625
104.894	58.3101	106.842
104.897	58.3186	107.058
104.899	58.327	107.275
104.902	58.3355	107.492
104.905	58.344	107.709
104.908	58.3525	107.926
104.911	58.361	108.144
104.914	58.3695	108.361
104.917	58.3779	108.579
104.92	58.3864	108.797
104.923	58.3949	109.015
104.926	58.4034	109.233
104.929	58.4118	109.451
104.932	58.4203	109.669
104.935	58.4288	109.888
104.938	58.4373	110.107
104.941	58.4458	110.325
104.944	58.4542	110.544
104.947	58.4627	110.764
104.95	58.4712	110.983
104.953	58.4796	111.202
104.956	58.4881	111.422
104.959	58.4966	111.641
104.962	58.5051	111.861
104.965	58.5135	112.081
104.968	58.522	112.301
104.971	58.5305	112.522
104.974	58.5389	112.742
104.977	58.5474	112.963
104.98	58.5559	113.184
104.983	58.5643	113.404
104.986	58.5728	113.625
104.989	58.5813	113.847
104.992	58.5897	114.068
104.995	58.5982	114.289
104.998	58.6067	114.511
105.001	58.6151	114.733
105.004	58.6236	114.955
105.007	58.632	115.177
105.01	58.6405	115.399
105.013	58.649	115.621
105.016	58.6574	115.844
105.019	58.6659	116.066
105.022	58.6743	116.289
105.025	58.6828	116.512
104.716	57.7907	98.9491
104.718	57.7992	99.1652
104.721	57.8077	99.3815
104.724	57.8162	99.598
104.727	57.8247	99.8146
104.73	57.8332	100.031
104.733	57.8417	100.248
104.736	57.8502	100.465
104.739	57.8587	100.682
104.741	57.8672	100.9
104.744	57.8757	101.117
104.747	57.8842	101.335
104.75	57.8927	101.553
104.753	57.9012	101.771
104.756	57.9097	101.989
104.759	57.9181	102.207
104.762	57.9266	102.425
104.765	57.9351	102.644
104.767	57.9436	102.862
104.77	57.9521	103.081
104.773	57.9606	103.3
104.776	57.9691	103.519
104.779	57.9776	103.738
104.782	57.986	103.958
104.785	57.9945	104.177
104.788	58.003	104.397
104.791	58.0115	104.617
104.794	58.02	104.837
104.796	58.0285	105.057
104.799	58.037	105.277
104.802	58.0454	105.498
104.805	58.0539	105.718
104.808	58.0624	105.939
104.811	58.0709	106.16
104.814	58.0794	106.381
104.817	58.0878	106.602
104.82	58.0963	106.823
104.823	58.1048	107.045
104.826	58.1133	107.266
104.828	58.1217	107.488
104.831	58.1302	107.71
104.834	58.1387	107.932
104.837	58.1472	108.154
104.84	58.1556	108.376
104.843	58.1641	108.599
104.846	58.1726	108.822
104.849	58.1811	109.044
104.852	58.1895	109.267
104.855	58.198	109.49
104.858	58.2065	109.713
104.861	58.2149	109.937
104.863	58.2234	110.16
104.866	58.2319	110.384
104.869	58.2403	110.608
104.872	58.2488	110.832
104.875	58.2573	111.056
104.878	58.2657	111.28
104.881	58.2742	111.504
104.884	58.2827	111.729
104.887	58.2911	111.954
104.89	58.2996	112.178
104.893	58.308	112.403
104.896	58.3165	112.628
104.899	58.325	112.854
104.902	58.3334	113.079
104.905	58.3419	113.305
104.908	58.3503	113.53
104.911	58.3588	113.756
104.913	58.3673	113.982
104.916	58.3757	114.208
104.919	58.3842	114.435
104.619	57.5011	96.4492
104.621	57.5096	96.6689
104.624	57.5181	96.8887
104.627	57.5266	97.1086
104.63	57.5351	97.3287
104.633	57.5436	97.549
104.636	57.5521	97.7694
104.638	57.5606	97.9899
104.641	57.5691	98.2106
104.644	57.5776	98.4314
104.647	57.5861	98.6524
104.65	57.5946	98.8736
104.653	57.603	99.0948
104.655	57.6115	99.3163
104.658	57.62	99.5378
104.661	57.6285	99.7595
104.664	57.637	99.9814
104.667	57.6455	100.203
104.67	57.654	100.426
104.672	57.6625	100.648
104.675	57.671	100.87
104.678	57.6794	101.093
104.681	57.6879	101.316
104.684	57.6964	101.539
104.687	57.7049	101.762
104.69	57.7134	101.985
104.692	57.7219	102.208
104.695	57.7303	102.432
104.698	57.7388	102.655
104.701	57.7473	102.879
104.704	57.7558	103.103
104.707	57.7643	103.327
104.71	57.7727	103.551
104.712	57.7812	103.776
104.715	57.7897	104
104.718	57.7982	104.225
104.721	57.8067	104.449
104.724	57.8151	104.674
104.727	57.8236	104.9
104.73	57.8321	105.125
104.732	57.8406	105.35
104.735	57.849	105.576
104.738	57.8575	105.801
104.741	57.866	106.027
104.744	57.8744	106.253
104.747	57.8829	106.479
104.75	57.8914	106.705
104.753	57.8998	106.932
104.755	57.9083	107.158
104.758	57.9168	107.385
104.761	57.9253	107.612
104.764	57.9337	107.839
104.767	57.9422	108.066
104.77	57.9506	108.293
104.773	57.9591	108.521
104.776	57.9676	108.748
104.779	57.976	108.976
104.781	57.9845	109.204
104.784	57.993	109.432
104.787	58.0014	109.66
104.79	58.0099	109.888
104.793	58.0183	110.117
104.796	58.0268	110.346
104.799	58.0353	110.574
104.802	58.0437	110.803
104.805	58.0522	111.032
104.807	58.0606	111.261
104.81	58.0691	111.491
104.813	58.0775	111.72
104.816	58.086	111.95
104.819	58.0945	112.18
104.521	57.2034	93.3259
104.523	57.2119	93.549
104.526	57.2204	93.7721
104.529	57.2289	93.9955
104.532	57.2374	94.2189
104.534	57.2459	94.4425
104.537	57.2544	94.6663
104.54	57.2629	94.8902
104.543	57.2714	95.1142
104.546	57.2799	95.3384
104.548	57.2884	95.5628
104.551	57.2969	95.7873
104.554	57.3054	96.0119
104.557	57.3139	96.2367
104.56	57.3224	96.4616
104.562	57.3309	96.6867
104.565	57.3393	96.9119
104.568	57.3478	97.1373
104.571	57.3563	97.3628
104.574	57.3648	97.5885
104.576	57.3733	97.8143
104.579	57.3818	98.0403
104.582	57.3903	98.2664
104.585	57.3987	98.4926
104.588	57.4072	98.719
104.59	57.4157	98.9456
104.593	57.4242	99.1723
104.596	57.4327	99.3991
104.599	57.4412	99.6261
104.602	57.4496	99.8532
104.604	57.4581	100.08
104.607	57.4666	100.308
104.61	57.4751	100.535
104.613	57.4835	100.763
104.616	57.492	100.991
104.618	57.5005	101.219
104.621	57.509	101.447
104.624	57.5175	101.676
104.627	57.5259	101.904
104.63	57.5344	102.133
104.633	57.5429	102.361
104.635	57.5513	102.59
104.638	57.5598	102.819
104.641	57.5683	103.048
104.644	57.5768	103.278
104.647	57.5852	103.507
104.649	57.5937	103.737
104.652	57.6022	103.967
104.655	57.6106	104.196
104.658	57.6191	104.427
104.661	57.6276	104.657
104.664	57.636	104.887
104.666	57.6445	105.118
104.669	57.653	105.348
104.672	57.6614	105.579
104.675	57.6699	105.81
104.678	57.6783	106.041
104.681	57.6868	106.272
104.683	57.6953	106.504
104.686	57.7037	106.735
104.689	57.7122	106.967
104.692	57.7206	107.199
104.695	57.7291	107.431
104.698	57.7376	107.663
104.701	57.746	107.895
104.703	57.7545	108.127
104.706	57.7629	108.36
104.709	57.7714	108.593
104.712	57.7798	108.825
104.715	57.7883	109.058
104.718	57.7967	109.291
104.427	56.9147	90.022
104.43	56.9232	90.2485
104.432	56.9317	90.4752
104.435	56.9402	90.702
104.438	56.9487	90.929
104.441	56.9572	91.1561
104.443	56.9657	91.3834
104.446	56.9742	91.6108
104.449	56.9827	91.8384
104.452	56.9912	92.0661
104.454	56.9997	92.294
104.457	57.0082	92.522
104.46	57.0167	92.7501
104.463	57.0252	92.9784
104.465	57.0336	93.2069
104.468	57.0421	93.4355
104.471	57.0506	93.6642
104.474	57.0591	93.8931
104.476	57.0676	94.1221
104.479	57.0761	94.3513
104.482	57.0846	94.5807
104.485	57.093	94.8101
104.487	57.1015	95.0397
104.49	57.11	95.2695
104.493	57.1185	95.4994
104.496	57.127	95.7295
104.498	57.1355	95.9597
104.501	57.1439	96.19
104.504	57.1524	96.4205
104.507	57.1609	96.6512
104.509	57.1694	96.882
104.512	57.1779	97.1129
104.515	57.1863	97.344
104.518	57.1948	97.5752
104.52	57.2033	97.8066
104.523	57.2118	98.0381
104.526	57.2202	98.2698
104.529	57.2287	98.5016
104.532	57.2372	98.7335
104.534	57.2457	98.9656
104.537	57.2541	99.1979
104.54	57.2626	99.4303
104.543	57.2711	99.6628
104.545	57.2795	99.8955
104.548	57.288	100.128
104.551	57.2965	100.361
104.554	57.3049	100.594
104.557	57.3134	100.828
104.559	57.3219	101.061
104.562	57.3303	101.295
104.565	57.3388	101.528
104.568	57.3473	101.762
104.571	57.3557	101.996
104.573	57.3642	102.23
104.576	57.3727	102.465
104.579	57.3811	102.699
104.582	57.3896	102.934
104.584	57.398	103.168
104.587	57.4065	103.403
104.59	57.415	103.638
104.593	57.4234	103.874
104.596	57.4319	104.109
104.598	57.4403	104.344
104.601	57.4488	104.58
104.604	57.4572	104.816
104.607	57.4657	105.052
104.61	57.4742	105.288
104.612	57.4826	105.524
104.615	57.4911	105.76
104.618	57.4995	105.997
104.621	57.508	106.233
104.335	56.6265	86.318
104.338	56.635	86.548
104.34	56.6435	86.7782
104.343	56.652	87.0086
104.346	56.6605	87.2391
104.348	56.669	87.4698
104.351	56.6775	87.7006
104.354	56.6859	87.9315
104.357	56.6944	88.1626
104.359	56.7029	88.3938
104.362	56.7114	88.6252
104.365	56.7199	88.8567
104.367	56.7284	89.0884
104.37	56.7369	89.3202
104.373	56.7454	89.5522
104.375	56.7539	89.7843
104.378	56.7624	90.0166
104.381	56.7708	90.249
104.384	56.7793	90.4816
104.386	56.7878	90.7143
104.389	56.7963	90.9471
104.392	56.8048	91.1801
104.394	56.8133	91.4132
104.397	56.8217	91.6465
104.4	56.8302	91.8799
104.403	56.8387	92.1135
104.405	56.8472	92.3473
104.408	56.8557	92.5811
104.411	56.8642	92.8151
104.413	56.8726	93.0493
104.416	56.8811	93.2836
104.419	56.8896	93.5181
104.422	56.8981	93.7527
104.424	56.9065	93.9874
104.427	56.915	94.2223
104.43	56.9235	94.4573
104.432	56.932	94.6925
104.435	56.9404	94.9279
104.438	56.9489	95.1633
104.441	56.9574	95.3989
104.443	56.9658	95.6347
104.446	56.9743	95.8706
104.449	56.9828	96.1067
104.452	56.9913	96.3429
104.454	56.9997	96.5792
104.457	57.0082	96.8157
104.46	57.0167	97.0524
104.463	57.0251	97.2892
104.465	57.0336	97.5261
104.468	57.0421	97.7632
104.471	57.0505	98.0004
104.474	57.059	98.2378
104.476	57.0675	98.4753
104.479	57.0759	98.713
104.482	57.0844	98.9508
104.485	57.0928	99.1887
104.487	57.1013	99.4268
104.49	57.1098	99.6651
104.493	57.1182	99.9035
104.496	57.1267	100.142
104.498	57.1351	100.381
104.501	57.1436	100.62
104.504	57.152	100.858
104.507	57.1605	101.098
104.509	57.169	101.337
104.512	57.1774	101.576
104.515	57.1859	101.816
104.518	57.1943	102.056
104.52	57.2028	102.295
104.523	57.2112	102.535
104.242	56.3302	81.9807
104.245	56.3387	82.2142
104.247	56.3472	82.4478
104.25	56.3557	82.6815
104.252	56.3642	82.9154
104.255	56.3727	83.1494
104.258	56.3812	83.3836
104.26	56.3897	83.6179
104.263	56.3981	83.8524
104.266	56.4066	84.087
104.268	56.4151	84.3218
104.271	56.4236	84.5567
104.274	56.4321	84.7918
104.276	56.4406	85.027
104.279	56.4491	85.2623
104.282	56.4576	85.4978
104.284	56.4661	85.7335
104.287	56.4746	85.9693
104.29	56.483	86.2052
104.292	56.4915	86.4413
104.295	56.5	86.6775
104.298	56.5085	86.9139
104.3	56.517	87.1504
104.303	56.5255	87.3871
104.306	56.5339	87.6239
104.308	56.5424	87.8608
104.311	56.5509	88.0979
104.314	56.5594	88.3352
104.316	56.5679	88.5726
104.319	56.5764	88.8101
104.322	56.5848	89.0478
104.324	56.5933	89.2856
104.327	56.6018	89.5236
104.33	56.6103	89.7617
104.333	56.6187	90
104.335	56.6272	90.2384
104.338	56.6357	90.477
104.341	56.6442	90.7157
104.343	56.6526	90.9545
104.346	56.6611	91.1935
104.349	56.6696	91.4327
104.351	56.678	91.672
104.354	56.6865	91.9114
104.357	56.695	92.151
104.359	56.7035	92.3907
104.362	56.7119	92.6306
104.365	56.7204	92.8706
104.367	56.7289	93.1108
104.37	56.7373	93.3511
104.373	56.7458	93.5916
104.376	56.7543	93.8322
104.378	56.7627	94.0729
104.381	56.7712	94.3138
104.384	56.7796	94.5548
104.386	56.7881	94.796
104.389	56.7966	95.0374
104.392	56.805	95.2788
104.394	56.8135	95.5204
104.397	56.8219	95.7622
104.4	56.8304	96.0041
104.403	56.8389	96.2462
104.405	56.8473	96.4884
104.408	56.8558	96.7307
104.411	56.8642	96.9732
104.413	56.8727	97.2159
104.416	56.8811	97.4586
104.419	56.8896	97.7016
104.422	56.898	97.9446
104.424	56.9065	98.1879
104.427	56.915	98.4312
104.43	56.9234	98.6747
104.153	56.0429	77.4738
104.156	56.0514	77.7108
104.158	56.0599	77.9479
104.161	56.0683	78.1852
104.163	56.0768	78.4226
104.166	56.0853	78.6602
104.169	56.0938	78.8979
104.171	56.1023	79.1358
104.174	56.1108	79.3738
104.177	56.1193	79.612
104.179	56.1278	79.8503
104.182	56.1363	80.0887
104.184	56.1448	80.3273
104.187	56.1533	80.566
104.19	56.1618	80.8049
104.192	56.1703	81.0439
104.195	56.1787	81.2831
104.197	56.1872	81.5224
104.2	56.1957	81.7619
104.203	56.2042	82.0015
104.205	56.2127	82.2413
104.208	56.2212	82.4812
104.211	56.2297	82.7212
104.213	56.2381	82.9614
104.216	56.2466	83.2018
104.219	56.2551	83.4423
104.221	56.2636	83.6829
104.224	56.2721	83.9237
104.226	56.2805	84.1646
104.229	56.289	84.4057
104.232	56.2975	84.6469
104.234	56.306	84.8883
104.237	56.3145	85.1298
104.24	56.3229	85.3714
104.242	56.3314	85.6132
104.245	56.3399	85.8552
104.248	56.3484	86.0973
104.25	56.3568	86.3395
104.253	56.3653	86.5819
104.255	56.3738	86.8244
104.258	56.3823	87.0671
104.261	56.3907	87.3099
104.263	56.3992	87.5529
104.266	56.4077	87.796
104.269	56.4161	88.0393
104.271	56.4246	88.2827
104.274	56.4331	88.5262
104.277	56.4415	88.7699
104.279	56.45	89.0137
104.282	56.4585	89.2577
104.285	56.4669	89.5019
104.287	56.4754	89.7461
104.29	56.4839	89.9906
104.293	56.4923	90.2351
104.295	56.5008	90.4798
104.298	56.5092	90.7247
104.301	56.5177	90.9697
104.303	56.5262	91.2148
104.306	56.5346	91.4601
104.309	56.5431	91.7056
104.311	56.5515	91.9512
104.314	56.56	92.1969
104.317	56.5685	92.4428
104.319	56.5769	92.6888
104.322	56.5854	92.9349
104.325	56.5938	93.1813
104.327	56.6023	93.4277
104.33	56.6107	93.6743
104.333	56.6192	93.921
104.335	56.6276	94.1679
104.066	55.756	72.5676
104.068	55.7645	72.8081
104.071	55.773	73.0488
104.073	55.7815	73.2896
104.076	55.79	73.5306
104.078	55.7985	73.7717
104.081	55.807	74.0129
104.084	55.8155	74.2543
104.086	55.824	74.4959
104.089	55.8325	74.7376
104.091	55.841	74.9794
104.094	55.8495	75.2214
104.096	55.8579	75.4636
104.099	55.8664	75.7058
104.102	55.8749	75.9483
104.104	55.8834	76.1908
104.107	55.8919	76.4335
104.109	55.9004	76.6764
104.112	55.9089	76.9194
104.115	55.9174	77.1626
104.117	55.9259	77.4059
104.12	55.9343	77.6493
104.122	55.9428	77.8929
104.125	55.9513	78.1366
104.128	55.9598	78.3805
104.13	55.9683	78.6246
104.133	55.9768	78.8687
104.135	55.9852	79.113
104.138	55.9937	79.3575
104.141	56.0022	79.6021
104.143	56.0107	79.8469
104.146	56.0191	80.0918
104.148	56.0276	80.3368
104.151	56.0361	80.582
104.154	56.0446	80.8274
104.156	56.0531	81.0728
104.159	56.0615	81.3185
104.161	56.07	81.5642
104.164	56.0785	81.8102
104.167	56.0869	82.0562
104.169	56.0954	82.3024
104.172	56.1039	82.5488
104.174	56.1124	82.7953
104.177	56.1208	83.0419
104.18	56.1293	83.2887
104.182	56.1378	83.5357
