Longitude(deg)	Lattitude(deg)	Alttitude(km)
101.459	53.0969	7.04774
101.445	53.0985	7.11065
101.43	53.1002	7.17372
101.416	53.1018	7.23695
101.401	53.1034	7.30034
101.386	53.1051	7.36388
101.372	53.1067	7.42757
101.357	53.1083	7.49142
101.342	53.1099	7.55543
101.328	53.1116	7.61959
101.313	53.1132	7.68391
101.298	53.1148	7.74839
101.283	53.1164	7.81302
101.269	53.1181	7.87781
101.254	53.1197	7.94275
101.239	53.1213	8.00785
101.225	53.1229	8.07311
101.21	53.1245	8.13852
101.195	53.1261	8.20409
101.181	53.1277	8.26981
101.166	53.1293	8.33569
101.151	53.131	8.40172
101.137	53.1326	8.46791
101.122	53.1342	8.53426
101.107	53.1358	8.60076
101.093	53.1373	8.66742
101.078	53.1389	8.73424
101.063	53.1405	8.80121
101.049	53.1421	8.86833
101.034	53.1437	8.93561
101.019	53.1453	9.00305
101.005	53.1469	9.07065
100.99	53.1485	9.1384
100.975	53.1501	9.2063
100.961	53.1516	9.27436
100.946	53.1532	9.34258
100.931	53.1548	9.41095
100.916	53.1564	9.47948
100.902	53.1579	9.54816
100.887	53.1595	9.617
100.872	53.1611	9.686
100.858	53.1627	9.75515
100.843	53.1642	9.82446
100.828	53.1658	9.89392
100.814	53.1673	9.96354
100.799	53.1689	10.0333
100.784	53.1705	10.1032
100.77	53.172	10.1733
100.755	53.1736	10.2436
100.74	53.1751	10.314
100.725	53.1767	10.3845
100.711	53.1782	10.4552
100.696	53.1798	10.5261
100.681	53.1813	10.5971
100.667	53.1829	10.6683
100.652	53.1844	10.7396
102.104	53.0228	5.12208
102.09	53.0245	5.18683
102.075	53.0262	5.25174
102.061	53.0279	5.3168
102.046	53.0296	5.38202
102.031	53.0314	5.4474
102.017	53.0331	5.51293
102.002	53.0348	5.57862
101.987	53.0365	5.64446
101.973	53.0382	5.71046
101.958	53.0399	5.77662
101.944	53.0416	5.84293
101.929	53.0433	5.9094
101.914	53.045	5.97602
101.9	53.0467	6.0428
101.885	53.0484	6.10974
101.87	53.0501	6.17683
101.856	53.0518	6.24408
101.841	53.0535	6.31148
101.827	53.0552	6.37904
101.812	53.0568	6.44676
101.797	53.0585	6.51463
101.783	53.0602	6.58265
101.768	53.0619	6.65084
101.753	53.0636	6.71918
101.739	53.0652	6.78767
101.724	53.0669	6.85632
101.709	53.0686	6.92513
101.695	53.0703	6.99409
101.68	53.0719	7.06321
101.666	53.0736	7.13248
101.651	53.0753	7.20191
101.636	53.0769	7.2715
101.622	53.0786	7.34124
101.607	53.0803	7.41114
101.592	53.0819	7.48119
101.578	53.0836	7.5514
101.563	53.0852	7.62177
101.548	53.0869	7.69229
101.534	53.0885	7.76296
101.519	53.0902	7.8338
101.504	53.0918	7.90478
101.49	53.0935	7.97593
101.475	53.0951	8.04723
101.461	53.0968	8.11868
101.446	53.0984	8.1903
101.431	53.1	8.26206
101.417	53.1017	8.33399
101.402	53.1033	8.40607
101.387	53.1049	8.4783
101.373	53.1066	8.55069
101.358	53.1082	8.62324
101.343	53.1098	8.69594
101.329	53.1114	8.7688
101.314	53.1131	8.84181
101.299	53.1147	8.91498
101.285	53.1163	8.9883
101.27	53.1179	9.06178
101.255	53.1195	9.13542
101.241	53.1212	9.20921
101.226	53.1228	9.28316
101.211	53.1244	9.35726
101.197	53.126	9.43152
101.182	53.1276	9.50594
101.167	53.1292	9.58051
101.153	53.1308	9.65523
101.138	53.1324	9.73011
101.123	53.134	9.80515
102.572	52.9667	3.54171
102.557	52.9685	3.61017
102.543	52.9703	3.67879
102.528	52.972	3.74757
102.514	52.9738	3.8165
102.499	52.9756	3.88558
102.484	52.9773	3.95483
102.47	52.9791	4.02422
102.455	52.9809	4.09378
102.441	52.9826	4.16349
102.426	52.9844	4.23335
102.412	52.9862	4.30337
102.397	52.9879	4.37355
102.382	52.9897	4.44389
102.368	52.9914	4.51437
102.353	52.9932	4.58502
102.339	52.9949	4.65582
102.324	52.9967	4.72678
102.309	52.9984	4.79789
102.295	53.0002	4.86916
102.28	53.0019	4.94058
102.266	53.0037	5.01216
102.251	53.0054	5.0839
102.236	53.0071	5.15579
102.222	53.0089	5.22784
102.207	53.0106	5.30005
102.193	53.0123	5.3724
102.178	53.0141	5.44492
102.163	53.0158	5.51759
102.149	53.0175	5.59042
102.134	53.0193	5.6634
102.12	53.021	5.73654
102.105	53.0227	5.80984
102.09	53.0244	5.88329
102.076	53.0261	5.95689
102.061	53.0278	6.03065
102.047	53.0296	6.10457
102.032	53.0313	6.17865
102.017	53.033	6.25288
102.003	53.0347	6.32726
101.988	53.0364	6.4018
101.974	53.0381	6.4765
101.959	53.0398	6.55135
101.944	53.0415	6.62636
101.93	53.0432	6.70152
101.915	53.0449	6.77684
101.901	53.0466	6.85232
101.886	53.0483	6.92795
101.871	53.05	7.00374
101.857	53.0517	7.07968
101.842	53.0534	7.15578
101.827	53.0551	7.23203
101.813	53.0567	7.30844
101.798	53.0584	7.385
101.784	53.0601	7.46173
101.769	53.0618	7.5386
101.754	53.0635	7.61563
101.74	53.0651	7.69282
101.725	53.0668	7.77017
101.71	53.0685	7.84767
101.696	53.0701	7.92532
101.681	53.0718	8.00313
101.667	53.0735	8.0811
101.652	53.0751	8.15922
101.637	53.0768	8.2375
101.623	53.0785	8.31593
101.608	53.0801	8.39452
103.038	52.9088	1.5639
103.023	52.9107	1.63607
103.009	52.9125	1.7084
102.994	52.9143	1.78089
102.98	52.9162	1.85353
102.965	52.918	1.92632
102.951	52.9198	1.99928
102.936	52.9216	2.07239
102.922	52.9235	2.14565
102.907	52.9253	2.21907
102.893	52.9271	2.29265
102.878	52.9289	2.36638
102.864	52.9307	2.44027
102.849	52.9326	2.51432
102.834	52.9344	2.58852
102.82	52.9362	2.66288
102.805	52.938	2.73739
102.791	52.9398	2.81206
102.776	52.9416	2.88688
102.762	52.9434	2.96186
102.747	52.9452	3.037
102.733	52.947	3.11229
102.718	52.9488	3.18773
102.703	52.9506	3.26334
102.689	52.9524	3.3391
102.674	52.9542	3.41501
102.66	52.956	3.49108
102.645	52.9577	3.56731
102.631	52.9595	3.64369
102.616	52.9613	3.72023
102.602	52.9631	3.79692
102.587	52.9649	3.87377
102.572	52.9667	3.95078
102.558	52.9684	4.02794
102.543	52.9702	4.10525
102.529	52.972	4.18273
102.514	52.9738	4.26036
102.5	52.9755	4.33814
102.485	52.9773	4.41608
102.47	52.9791	4.49417
102.456	52.9808	4.57243
102.441	52.9826	4.65083
102.427	52.9843	4.7294
102.412	52.9861	4.80811
102.398	52.9879	4.88699
102.383	52.9896	4.96602
102.368	52.9914	5.0452
102.354	52.9931	5.12454
102.339	52.9949	5.20404
102.325	52.9966	5.28369
102.31	52.9984	5.3635
102.295	53.0001	5.44346
102.281	53.0018	5.52358
102.266	53.0036	5.60386
102.252	53.0053	5.68429
102.237	53.0071	5.76487
102.223	53.0088	5.84562
102.208	53.0105	5.92651
102.193	53.0123	6.00757
102.179	53.014	6.08878
102.164	53.0157	6.17014
102.15	53.0174	6.25166
102.135	53.0192	6.33334
102.12	53.0209	6.41517
102.106	53.0226	6.49715
102.091	53.0243	6.5793
102.077	53.026	6.66159
103.256	52.8811	0.5
103.241	52.883	0.578537
103.227	52.8848	0.65723
103.212	52.8867	0.736078
103.198	52.8885	0.815083
103.183	52.8904	0.894243
103.169	52.8922	0.973559
103.154	52.8941	1.05303
103.14	52.8959	1.13266
103.125	52.8978	1.21244
103.111	52.8996	1.29238
103.096	52.9015	1.37248
103.082	52.9033	1.45273
103.067	52.9051	1.53313
103.053	52.907	1.61369
103.038	52.9088	1.69441
103.024	52.9107	1.77529
103.009	52.9125	1.85631
102.995	52.9143	1.9375
102.98	52.9161	2.01884
102.966	52.918	2.10034
102.951	52.9198	2.18199
102.936	52.9216	2.2638
102.922	52.9234	2.34576
102.907	52.9253	2.42788
102.893	52.9271	2.51015
102.878	52.9289	2.59258
102.864	52.9307	2.67517
102.849	52.9325	2.75791
102.835	52.9343	2.84081
102.82	52.9361	2.92386
102.806	52.9379	3.00707
102.791	52.9397	3.09043
102.777	52.9415	3.17395
102.762	52.9434	3.25763
102.747	52.9451	3.34146
102.733	52.9469	3.42545
102.718	52.9487	3.50959
102.704	52.9505	3.59389
102.689	52.9523	3.67834
102.675	52.9541	3.76295
102.66	52.9559	3.84771
102.646	52.9577	3.93263
102.631	52.9595	4.01771
102.617	52.9613	4.10294
102.602	52.963	4.18833
102.587	52.9648	4.27387
102.573	52.9666	4.35957
102.558	52.9684	4.44542
102.544	52.9701	4.53143
103.256	52.8811	0.5
103.241	52.883	0.587234
103.227	52.8848	0.674623
103.212	52.8867	0.762167
103.198	52.8885	0.849868
103.183	52.8904	0.937723
103.169	52.8922	1.02573
103.154	52.8941	1.1139
103.14	52.8959	1.20222
103.125	52.8978	1.2907
103.111	52.8996	1.37934
103.096	52.9015	1.46812
103.082	52.9033	1.55707
103.067	52.9051	1.64617
103.053	52.907	1.73542
103.038	52.9088	1.82484
103.024	52.9106	1.9144
98.9707	53.3943	7.18006
98.9558	53.3958	7.22587
98.941	53.3973	7.27183
98.9262	53.3988	7.31795
98.9114	53.4003	7.36423
98.8965	53.4018	7.41066
98.8817	53.4033	7.45725
98.8669	53.4047	7.504
98.8521	53.4062	7.5509
98.8372	53.4077	7.59796
98.8224	53.4092	7.64517
98.8076	53.4106	7.69254
98.7927	53.4121	7.74007
98.7779	53.4136	7.78776
98.7631	53.415	7.83559
98.7482	53.4165	7.88359
98.7334	53.418	7.93174
98.7186	53.4194	7.98005
98.7037	53.4209	8.02851
98.6889	53.4223	8.07713
98.6741	53.4238	8.12591
98.6592	53.4252	8.17484
98.6444	53.4267	8.22393
98.6295	53.4281	8.27318
98.6147	53.4296	8.32258
98.5998	53.431	8.37214
98.585	53.4325	8.42185
98.5702	53.4339	8.47172
98.5553	53.4353	8.52175
98.5405	53.4368	8.57193
98.5256	53.4382	8.62227
98.5108	53.4397	8.67277
98.4959	53.4411	8.72342
98.4811	53.4425	8.77422
98.4662	53.4439	8.82519
98.4514	53.4454	8.87631
98.4365	53.4468	8.92758
98.4217	53.4482	8.97901
98.4068	53.4496	9.0306
98.392	53.4511	9.08235
98.3771	53.4525	9.13425
98.3623	53.4539	9.1863
98.3474	53.4553	9.23852
98.3326	53.4567	9.29088
98.3177	53.4581	9.34341
98.3028	53.4595	9.39609
98.288	53.4609	9.44893
98.2731	53.4623	9.50192
98.2583	53.4637	9.55507
98.2434	53.4651	9.60838
98.2285	53.4665	9.66184
98.2137	53.4679	9.71545
98.1988	53.4693	9.76923
98.184	53.4707	9.82316
98.1691	53.4721	9.87724
98.1542	53.4735	9.93149
98.1394	53.4749	9.98588
98.1245	53.4763	10.0404
98.1096	53.4777	10.0951
98.0948	53.479	10.15
98.0799	53.4804	10.205
98.065	53.4818	10.2602
98.0501	53.4832	10.3155
98.0353	53.4845	10.371
98.0204	53.4859	10.4267
98.0055	53.4873	10.4825
97.9907	53.4887	10.5384
97.9758	53.49	10.5946
99.4461	53.3455	8.06335
99.4313	53.3471	8.11286
99.4165	53.3486	8.16252
99.4017	53.3502	8.21234
99.3869	53.3517	8.26232
99.3722	53.3533	8.31245
99.3574	53.3548	8.36274
99.3426	53.3563	8.41318
99.3278	53.3579	8.46378
99.313	53.3594	8.51454
99.2982	53.3609	8.56545
99.2834	53.3625	8.61652
99.2686	53.364	8.66775
99.2538	53.3655	8.71913
99.239	53.367	8.77067
99.2242	53.3686	8.82236
99.2094	53.3701	8.87421
99.1946	53.3716	8.92621
99.1798	53.3731	8.97838
99.165	53.3746	9.03069
99.1502	53.3761	9.08317
99.1354	53.3777	9.1358
99.1206	53.3792	9.18859
99.1058	53.3807	9.24153
99.091	53.3822	9.29463
99.0762	53.3837	9.34788
99.0614	53.3852	9.40129
99.0466	53.3867	9.45486
99.0318	53.3882	9.50858
99.017	53.3897	9.56246
99.0022	53.3912	9.6165
98.9874	53.3927	9.67069
98.9726	53.3942	9.72504
98.9578	53.3956	9.77954
98.9429	53.3971	9.8342
98.9281	53.3986	9.88902
98.9133	53.4001	9.94399
98.8985	53.4016	9.99912
98.8837	53.4031	10.0544
98.8689	53.4045	10.1098
98.8541	53.406	10.1654
98.8392	53.4075	10.2212
98.8244	53.409	10.2771
98.8096	53.4104	10.3332
98.7948	53.4119	10.3894
98.78	53.4134	10.4458
98.7651	53.4148	10.5023
98.7503	53.4163	10.559
98.7355	53.4177	10.6158
98.7207	53.4192	10.6728
98.7059	53.4207	10.73
98.691	53.4221	10.7873
98.6762	53.4236	10.8448
98.6614	53.425	10.9024
98.6466	53.4265	10.9602
98.6317	53.4279	11.0181
98.6169	53.4294	11.0762
98.6021	53.4308	11.1344
98.5872	53.4322	11.1928
98.5724	53.4337	11.2514
98.5576	53.4351	11.3101
98.5427	53.4366	11.369
98.5279	53.438	11.428
98.5131	53.4394	11.4872
98.4982	53.4409	11.5465
98.4834	53.4423	11.606
98.4686	53.4437	11.6657
98.4537	53.4451	11.7255
99.9349	53.2933	8.49587
99.9202	53.2949	8.54892
99.9054	53.2965	8.60213
99.8907	53.2981	8.65549
99.8759	53.2997	8.70901
99.8612	53.3013	8.76269
99.8464	53.3029	8.81652
99.8317	53.3045	8.87051
99.8169	53.3061	8.92465
99.8022	53.3077	8.97896
99.7874	53.3093	9.03341
99.7727	53.3109	9.08802
99.7579	53.3124	9.14279
99.7432	53.314	9.19772
99.7284	53.3156	9.2528
99.7137	53.3172	9.30804
99.6989	53.3188	9.36343
99.6841	53.3204	9.41898
99.6694	53.3219	9.47468
99.6546	53.3235	9.53055
99.6399	53.3251	9.58656
99.6251	53.3267	9.64274
99.6103	53.3282	9.69907
99.5956	53.3298	9.75555
99.5808	53.3314	9.81219
99.566	53.3329	9.86899
99.5513	53.3345	9.92595
99.5365	53.336	9.98306
99.5217	53.3376	10.0403
99.507	53.3392	10.0977
99.4922	53.3407	10.1553
99.4774	53.3423	10.2131
99.4627	53.3438	10.2709
99.4479	53.3454	10.329
99.4331	53.3469	10.3872
99.4183	53.3484	10.4456
99.4036	53.35	10.5041
99.3888	53.3515	10.5627
99.374	53.3531	10.6216
99.3592	53.3546	10.6805
99.3445	53.3561	10.7397
99.3297	53.3577	10.799
99.3149	53.3592	10.8584
99.3001	53.3607	10.918
99.2853	53.3623	10.9778
99.2706	53.3638	11.0377
99.2558	53.3653	11.0978
99.241	53.3668	11.158
99.2262	53.3684	11.2184
99.2114	53.3699	11.2789
99.1967	53.3714	11.3396
99.1819	53.3729	11.4005
99.1671	53.3744	11.4615
99.1523	53.3759	11.5227
99.1375	53.3774	11.584
99.1227	53.379	11.6455
99.1079	53.3805	11.7071
99.0931	53.382	11.7689
99.0783	53.3835	11.8308
99.0636	53.385	11.8929
99.0488	53.3865	11.9552
99.034	53.388	12.0176
99.0192	53.3895	12.0802
99.0044	53.391	12.1429
98.9896	53.3924	12.2058
98.9748	53.3939	12.2688
98.96	53.3954	12.332
98.9452	53.3969	12.3953
100.408	53.2407	8.58004
100.393	53.2424	8.63679
100.378	53.244	8.6937
100.363	53.2457	8.75077
100.349	53.2474	8.80799
100.334	53.249	8.86537
100.319	53.2507	8.9229
100.305	53.2523	8.98059
100.29	53.254	9.03844
100.275	53.2556	9.09644
100.26	53.2573	9.1546
100.246	53.2589	9.21292
100.231	53.2606	9.27139
100.216	53.2622	9.33001
100.202	53.2639	9.3888
100.187	53.2655	9.44773
100.172	53.2671	9.50683
100.157	53.2688	9.56608
100.143	53.2704	9.62549
100.128	53.272	9.68505
100.113	53.2737	9.74477
100.099	53.2753	9.80464
100.084	53.2769	9.86467
100.069	53.2786	9.92486
100.054	53.2802	9.9852
100.04	53.2818	10.0457
100.025	53.2834	10.1064
100.01	53.285	10.1672
99.9955	53.2866	10.2281
99.9808	53.2883	10.2893
99.9661	53.2899	10.3505
99.9513	53.2915	10.412
99.9366	53.2931	10.4736
99.9219	53.2947	10.5353
99.9071	53.2963	10.5972
99.8924	53.2979	10.6593
99.8777	53.2995	10.7215
99.8629	53.3011	10.7838
99.8482	53.3027	10.8464
99.8334	53.3043	10.9091
99.8187	53.3059	10.9719
99.804	53.3075	11.0349
99.7892	53.3091	11.098
99.7745	53.3107	11.1613
99.7597	53.3123	11.2248
99.745	53.3138	11.2884
99.7303	53.3154	11.3522
99.7155	53.317	11.4161
99.7008	53.3186	11.4802
99.686	53.3202	11.5444
99.6713	53.3217	11.6088
99.6565	53.3233	11.6734
99.6418	53.3249	11.7381
99.627	53.3264	11.803
99.6123	53.328	11.868
99.5975	53.3296	11.9332
99.5828	53.3311	11.9985
99.568	53.3327	12.064
99.5533	53.3343	12.1296
99.5385	53.3358	12.1954
99.5238	53.3374	12.2614
99.509	53.3389	12.3275
99.4943	53.3405	12.3937
99.4795	53.342	12.4602
99.4647	53.3436	12.5267
99.45	53.3451	12.5935
99.4352	53.3467	12.6604
99.4205	53.3482	12.7274
100.879	53.1863	8.26654
100.864	53.188	8.327
100.85	53.1897	8.38762
100.835	53.1915	8.44839
100.82	53.1932	8.50931
100.806	53.1949	8.57039
100.791	53.1966	8.63163
100.776	53.1983	8.69303
100.762	53.2	8.75458
100.747	53.2017	8.81628
100.732	53.2035	8.87814
100.717	53.2052	8.94016
100.703	53.2069	9.00234
100.688	53.2086	9.06467
100.673	53.2103	9.12715
100.659	53.212	9.18979
100.644	53.2137	9.25259
100.629	53.2153	9.31555
100.615	53.217	9.37865
100.6	53.2187	9.44192
100.585	53.2204	9.50534
100.571	53.2221	9.56892
100.556	53.2238	9.63265
100.541	53.2255	9.69654
100.527	53.2272	9.76059
100.512	53.2288	9.82479
100.497	53.2305	9.88914
100.483	53.2322	9.95366
100.468	53.2339	10.0183
100.453	53.2355	10.0832
100.439	53.2372	10.1481
100.424	53.2389	10.2133
100.409	53.2405	10.2786
100.394	53.2422	10.344
100.38	53.2439	10.4096
100.365	53.2455	10.4754
100.35	53.2472	10.5413
100.336	53.2488	10.6074
100.321	53.2505	10.6736
100.306	53.2521	10.74
100.292	53.2538	10.8065
100.277	53.2554	10.8732
100.262	53.2571	10.9401
100.247	53.2587	11.0071
100.233	53.2604	11.0742
100.218	53.262	11.1415
100.203	53.2637	11.209
100.189	53.2653	11.2766
100.174	53.2669	11.3444
100.159	53.2686	11.4124
100.145	53.2702	11.4805
100.13	53.2718	11.5487
100.115	53.2735	11.6171
100.1	53.2751	11.6857
100.086	53.2767	11.7544
100.071	53.2784	11.8233
100.056	53.28	11.8923
100.042	53.2816	11.9615
100.027	53.2832	12.0308
100.012	53.2848	12.1003
99.9974	53.2864	12.17
99.9827	53.2881	12.2398
99.968	53.2897	12.3098
99.9532	53.2913	12.3799
99.9385	53.2929	12.4502
99.9238	53.2945	12.5206
99.9091	53.2961	12.5912
101.363	53.1283	7.49142
101.349	53.1301	7.55543
101.334	53.1319	7.61959
101.319	53.1336	7.68391
101.305	53.1354	7.74839
101.29	53.1372	7.81302
101.276	53.139	7.87781
101.261	53.1407	7.94275
101.246	53.1425	8.00785
101.232	53.1443	8.07311
101.217	53.146	8.13852
101.202	53.1478	8.20409
101.188	53.1496	8.26981
101.173	53.1513	8.33569
101.158	53.1531	8.40172
101.144	53.1548	8.46791
101.129	53.1566	8.53426
101.115	53.1583	8.60076
101.1	53.1601	8.66742
101.085	53.1618	8.73424
101.071	53.1636	8.80121
101.056	53.1653	8.86833
101.041	53.1671	8.93561
101.027	53.1688	9.00305
101.012	53.1706	9.07065
100.997	53.1723	9.1384
100.983	53.174	9.2063
100.968	53.1758	9.27436
100.953	53.1775	9.34258
100.939	53.1792	9.41095
100.924	53.181	9.47948
100.91	53.1827	9.54816
100.895	53.1844	9.617
100.88	53.1861	9.686
100.866	53.1879	9.75515
100.851	53.1896	9.82446
100.836	53.1913	9.89392
100.822	53.193	9.96354
100.807	53.1947	10.0333
100.792	53.1964	10.1032
100.778	53.1982	10.1733
100.763	53.1999	10.2436
100.748	53.2016	10.314
100.734	53.2033	10.3845
100.719	53.205	10.4552
100.704	53.2067	10.5261
100.69	53.2084	10.5971
100.675	53.2101	10.6683
100.66	53.2118	10.7396
100.646	53.2135	10.8111
100.631	53.2152	10.8828
100.616	53.2169	10.9546
100.602	53.2185	11.0265
100.587	53.2202	11.0986
100.572	53.2219	11.1709
100.558	53.2236	11.2433
100.543	53.2253	11.3159
100.528	53.227	11.3886
100.514	53.2286	11.4615
100.499	53.2303	11.5346
100.484	53.232	11.6078
100.47	53.2337	11.6811
100.455	53.2353	11.7546
100.44	53.237	11.8283
100.426	53.2387	11.9021
100.411	53.2403	11.9761
100.396	53.242	12.0502
100.382	53.2437	12.1245
101.832	53.0702	6.37904
101.817	53.072	6.44676
101.802	53.0739	6.51463
101.788	53.0757	6.58265
101.773	53.0775	6.65084
101.759	53.0794	6.71918
101.744	53.0812	6.78767
101.729	53.083	6.85632
101.715	53.0849	6.92513
101.7	53.0867	6.99409
101.686	53.0885	7.06321
101.671	53.0903	7.13248
101.657	53.0921	7.20191
101.642	53.094	7.2715
101.627	53.0958	7.34124
101.613	53.0976	7.41114
101.598	53.0994	7.48119
101.584	53.1012	7.5514
101.569	53.103	7.62177
101.554	53.1048	7.69229
101.54	53.1066	7.76296
101.525	53.1084	7.8338
101.511	53.1102	7.90478
101.496	53.112	7.97593
101.481	53.1138	8.04723
101.467	53.1156	8.11868
101.452	53.1174	8.1903
101.437	53.1192	8.26206
101.423	53.121	8.33399
101.408	53.1228	8.40607
101.394	53.1246	8.4783
101.379	53.1264	8.55069
101.364	53.1281	8.62324
101.35	53.1299	8.69594
101.335	53.1317	8.7688
101.321	53.1335	8.84181
101.306	53.1353	8.91498
101.291	53.137	8.9883
101.277	53.1388	9.06178
101.262	53.1406	9.13542
101.248	53.1423	9.20921
101.233	53.1441	9.28316
101.218	53.1459	9.35726
101.204	53.1476	9.43152
101.189	53.1494	9.50594
101.174	53.1512	9.58051
101.16	53.1529	9.65523
101.145	53.1547	9.73011
101.131	53.1564	9.80515
101.116	53.1582	9.88035
101.101	53.1599	9.95569
101.087	53.1617	10.0312
101.072	53.1634	10.1069
101.057	53.1652	10.1827
101.043	53.1669	10.2586
101.028	53.1687	10.3348
101.013	53.1704	10.4111
100.999	53.1721	10.4875
100.984	53.1739	10.5641
100.97	53.1756	10.6408
100.955	53.1773	10.7177
100.94	53.1791	10.7948
100.926	53.1808	10.872
100.911	53.1825	10.9494
100.896	53.1842	11.0269
100.882	53.186	11.1046
100.867	53.1877	11.1824
100.852	53.1894	11.2604
102.298	53.0103	4.86916
102.284	53.0122	4.94058
102.269	53.0141	5.01216
102.255	53.016	5.0839
102.24	53.0179	5.15579
102.226	53.0197	5.22784
102.211	53.0216	5.30005
102.197	53.0235	5.3724
102.182	53.0254	5.44492
102.167	53.0273	5.51759
102.153	53.0292	5.59042
102.138	53.031	5.6634
102.124	53.0329	5.73654
102.109	53.0348	5.80984
102.095	53.0367	5.88329
102.08	53.0385	5.95689
102.066	53.0404	6.03065
102.051	53.0423	6.10457
102.036	53.0441	6.17865
102.022	53.046	6.25288
102.007	53.0479	6.32726
101.993	53.0497	6.4018
101.978	53.0516	6.4765
101.964	53.0534	6.55135
101.949	53.0553	6.62636
101.934	53.0572	6.70152
101.92	53.059	6.77684
101.905	53.0609	6.85232
101.891	53.0627	6.92795
101.876	53.0645	7.00374
101.862	53.0664	7.07968
101.847	53.0682	7.15578
101.832	53.0701	7.23203
101.818	53.0719	7.30844
101.803	53.0737	7.385
101.789	53.0756	7.46173
101.774	53.0774	7.5386
101.76	53.0792	7.61563
101.745	53.0811	7.69282
101.73	53.0829	7.77017
101.716	53.0847	7.84767
101.701	53.0866	7.92532
101.687	53.0884	8.00313
101.672	53.0902	8.0811
101.658	53.092	8.15922
101.643	53.0938	8.2375
101.628	53.0956	8.31593
101.614	53.0975	8.39452
101.599	53.0993	8.47326
101.585	53.1011	8.55216
101.57	53.1029	8.63122
101.555	53.1047	8.71043
101.541	53.1065	8.7898
101.526	53.1083	8.86932
101.512	53.1101	8.949
101.497	53.1119	9.02883
101.482	53.1137	9.10882
101.468	53.1155	9.18896
101.453	53.1173	9.26926
101.439	53.1191	9.34972
101.424	53.1209	9.43033
101.41	53.1226	9.5111
101.395	53.1244	9.59202
101.38	53.1262	9.6731
101.366	53.128	9.75433
101.351	53.1298	9.83572
101.337	53.1316	9.91726
102.778	52.9466	2.88688
102.764	52.9486	2.96186
102.749	52.9505	3.037
102.735	52.9525	3.11229
102.72	52.9544	3.18773
102.705	52.9564	3.26334
102.691	52.9583	3.3391
102.676	52.9603	3.41501
102.662	52.9622	3.49108
102.647	52.9642	3.56731
102.633	52.9661	3.64369
102.618	52.968	3.72023
102.604	52.97	3.79692
102.589	52.9719	3.87377
102.575	52.9738	3.95078
102.56	52.9758	4.02794
102.546	52.9777	4.10525
102.531	52.9796	4.18273
102.517	52.9816	4.26036
102.502	52.9835	4.33814
102.488	52.9854	4.41608
102.473	52.9873	4.49417
102.459	52.9892	4.57243
102.444	52.9911	4.65083
102.43	52.9931	4.7294
102.415	52.995	4.80811
102.401	52.9969	4.88699
102.386	52.9988	4.96602
102.372	53.0007	5.0452
102.357	53.0026	5.12454
102.343	53.0045	5.20404
102.328	53.0064	5.28369
102.313	53.0083	5.3635
102.299	53.0102	5.44346
102.284	53.0121	5.52358
102.27	53.014	5.60386
102.255	53.0159	5.68429
102.241	53.0178	5.76487
102.226	53.0197	5.84562
102.212	53.0215	5.92651
102.197	53.0234	6.00757
102.183	53.0253	6.08878
102.168	53.0272	6.17014
102.154	53.0291	6.25166
102.139	53.0309	6.33334
102.125	53.0328	6.41517
102.11	53.0347	6.49715
102.095	53.0366	6.5793
102.081	53.0384	6.66159
102.066	53.0403	6.74405
102.052	53.0422	6.82666
102.037	53.044	6.90942
102.023	53.0459	6.99234
102.008	53.0478	7.07542
101.994	53.0496	7.15865
101.979	53.0515	7.24203
101.964	53.0533	7.32557
101.95	53.0552	7.40927
101.935	53.057	7.49313
101.921	53.0589	7.57713
101.906	53.0607	7.6613
101.892	53.0626	7.74562
101.877	53.0644	7.83009
101.863	53.0663	7.91472
101.848	53.0681	7.99951
101.833	53.0699	8.08445
101.819	53.0718	8.16955
101.804	53.0736	8.2548
103.242	52.8831	0.578537
103.227	52.8851	0.65723
103.213	52.8871	0.736078
103.198	52.8891	0.815083
103.184	52.8911	0.894243
103.169	52.8932	0.973559
103.155	52.8952	1.05303
103.14	52.8972	1.13266
103.126	52.8992	1.21244
103.111	52.9012	1.29238
103.097	52.9031	1.37248
103.082	52.9051	1.45273
103.068	52.9071	1.53313
103.053	52.9091	1.61369
103.039	52.9111	1.69441
103.025	52.9131	1.77529
103.01	52.9151	1.85631
102.996	52.9171	1.9375
102.981	52.919	2.01884
102.967	52.921	2.10034
102.952	52.923	2.18199
102.938	52.925	2.2638
102.923	52.927	2.34576
102.909	52.9289	2.42788
102.894	52.9309	2.51015
102.88	52.9329	2.59258
102.865	52.9348	2.67517
102.851	52.9368	2.75791
102.836	52.9388	2.84081
102.822	52.9407	2.92386
102.807	52.9427	3.00707
102.793	52.9446	3.09043
102.778	52.9466	3.17395
102.764	52.9485	3.25763
102.749	52.9505	3.34146
102.735	52.9524	3.42545
102.72	52.9544	3.50959
102.706	52.9563	3.59389
102.691	52.9583	3.67834
102.677	52.9602	3.76295
102.662	52.9622	3.84771
102.648	52.9641	3.93263
102.633	52.966	4.01771
102.619	52.968	4.10294
102.604	52.9699	4.18833
102.59	52.9718	4.27387
102.575	52.9738	4.35957
102.561	52.9757	4.44542
102.546	52.9776	4.53143
102.532	52.9796	4.61759
102.517	52.9815	4.70391
102.503	52.9834	4.79039
102.488	52.9853	4.87702
102.474	52.9872	4.9638
102.459	52.9892	5.05075
102.445	52.9911	5.13784
